site_id,year,quarter,kelp
146,1987,1,0
147,1987,1,0
148,1987,1,0
149,1987,1,0
150,1987,1,0
151,1987,1,0
152,1987,1,0
153,1987,1,0
154,1987,1,0
155,1987,1,0
156,1987,1,0
157,1987,1,0
158,1987,1,0
159,1987,1,0
160,1987,1,0
161,1987,1,0
162,1987,1,0
163,1987,1,0
164,1987,1,9529
165,1987,1,1118
166,1987,1,1325
167,1987,1,0
168,1987,1,0
169,1987,1,19319
170,1987,1,2309
171,1987,1,4748
172,1987,1,20878
173,1987,1,0
174,1987,1,8823
175,1987,1,22507
176,1987,1,2276
177,1987,1,0
178,1987,1,6437
179,1987,1,9556
180,1987,1,3116
181,1987,1,2971
182,1987,1,1556
183,1987,1,0
184,1987,1,0
185,1987,1,0
186,1987,1,0
187,1987,1,0
188,1987,1,0
189,1987,1,6858
190,1987,1,388
191,1987,1,14479
192,1987,1,1158
193,1987,1,886
194,1987,1,386
195,1987,1,2226
196,1987,1,0
197,1987,1,0
198,1987,1,0
199,1987,1,0
200,1987,1,0
201,1987,1,1016
202,1987,1,395
203,1987,1,0
204,1987,1,0
205,1987,1,0
206,1987,1,469
207,1987,1,0
208,1987,1,26236
209,1987,1,74816
210,1987,1,2531
211,1987,1,0
212,1987,1,0
213,1987,1,264
214,1987,1,0
215,1987,1,0
216,1987,1,0
217,1987,1,0
218,1987,1,15664.5
219,1987,1,117929
220,1987,1,70881
221,1987,1,0
222,1987,1,123464
223,1987,1,46983
224,1987,1,14816
225,1987,1,0
226,1987,1,1755
227,1987,1,13339
228,1987,1,2173
229,1987,1,0
230,1987,1,11089
231,1987,1,0
232,1987,1,2076
233,1987,1,0
234,1987,1,834
235,1987,1,5148
236,1987,1,88364
237,1987,1,1407
238,1987,1,91289
239,1987,1,0
240,1987,1,0
241,1987,1,505
242,1987,1,3648
243,1987,1,10775
244,1987,1,14069
245,1987,1,36474
246,1987,1,45104
247,1987,1,37708
248,1987,1,25521
249,1987,1,85121
250,1987,1,35619
251,1987,1,12022
252,1987,1,2128
253,1987,1,69320
254,1987,1,75095
255,1987,1,13305
256,1987,1,28152
257,1987,1,22287
258,1987,1,9336
259,1987,1,7417
260,1987,1,12219
261,1987,1,4753
262,1987,1,997
263,1987,1,488
264,1987,1,14257
265,1987,1,11754
266,1987,1,11669
267,1987,1,14465
268,1987,1,6028
269,1987,1,18898
270,1987,1,0
271,1987,1,352
272,1987,1,3865
273,1987,1,3496
274,1987,1,114475
275,1987,1,53331
276,1987,1,226
277,1987,1,3143
278,1987,1,46024
279,1987,1,175282
280,1987,1,25850
281,1987,1,12666
282,1987,1,31152
283,1987,1,212981
284,1987,1,147433
285,1987,1,6804
286,1987,1,2098
287,1987,1,30092
288,1987,1,11028
289,1987,1,947
290,1987,1,1361
291,1987,1,9799
292,1987,1,43268
293,1987,1,26552
294,1987,1,20265
295,1987,1,21326
296,1987,1,64259
297,1987,1,111295
298,1987,1,2105
299,1987,1,149351
300,1987,1,22568
301,1987,1,14075
302,1987,1,71218
303,1987,1,81342
304,1987,1,50853
305,1987,1,80950
306,1987,1,140660
307,1987,1,106133
308,1987,1,287312
309,1987,1,51723
310,1987,1,70287
311,1987,1,61434
312,1987,1,24763
313,1987,1,73653
314,1987,1,38662
315,1987,1,25948
316,1987,1,80524
317,1987,1,6564
318,1987,1,48572
319,1987,1,34574
320,1987,1,33895
321,1987,1,82366
322,1987,1,241145
323,1987,1,223290
324,1987,1,316477
325,1987,1,479493
326,1987,1,49955
327,1987,1,11629
328,1987,1,1542
329,1987,1,2415
330,1987,1,5412
331,1987,1,5167
332,1987,1,9044
333,1987,1,12474
334,1987,1,2014
335,1987,1,8185
336,1987,1,5862
337,1987,1,13508
338,1987,1,14734
339,1987,1,5645
340,1987,1,5057
341,1987,1,11751
342,1987,1,9317
343,1987,1,370
344,1987,1,3601
345,1987,1,0
346,1987,1,0
347,1987,1,0
348,1987,1,0
349,1987,1,6174
350,1987,1,43626
351,1987,1,454
352,1987,1,8867
353,1987,1,199
354,1987,1,27493
355,1987,1,27177
356,1987,1,31635
357,1987,1,6175
358,1987,1,110052
359,1987,1,105428
360,1987,1,8809
361,1987,1,15446
1,1987,2,0
2,1987,2,0
3,1987,2,11349
4,1987,2,13845
5,1987,2,0
6,1987,2,82677
7,1987,2,23881
8,1987,2,48241
9,1987,2,10610
10,1987,2,66395
11,1987,2,4159
12,1987,2,44477
13,1987,2,138813
14,1987,2,189668
15,1987,2,38097
16,1987,2,14834
17,1987,2,245479
18,1987,2,1671
19,1987,2,53890
20,1987,2,16629
21,1987,2,20705
22,1987,2,0
23,1987,2,16756
24,1987,2,75904
25,1987,2,65032.5
26,1987,2,168640
27,1987,2,49296
28,1987,2,0
29,1987,2,0
30,1987,2,0
31,1987,2,1362
32,1987,2,2888
33,1987,2,0
34,1987,2,1403
35,1987,2,7348
36,1987,2,376145
37,1987,2,160125
38,1987,2,325857
39,1987,2,166141
40,1987,2,252273
41,1987,2,420536
42,1987,2,282198
43,1987,2,425875
44,1987,2,4114
45,1987,2,27033
46,1987,2,74355
47,1987,2,0
48,1987,2,22597
49,1987,2,71034
50,1987,2,101005.5
51,1987,2,2394
52,1987,2,15814
53,1987,2,39099
54,1987,2,38980
55,1987,2,0
56,1987,2,1386
57,1987,2,1353
58,1987,2,3972
59,1987,2,2662
60,1987,2,25021
61,1987,2,0
62,1987,2,4100
63,1987,2,0
64,1987,2,107590
65,1987,2,307
66,1987,2,1813
67,1987,2,0
68,1987,2,0
69,1987,2,305
70,1987,2,24141
71,1987,2,68097
72,1987,2,8753
73,1987,2,46073
74,1987,2,0
75,1987,2,0
76,1987,2,26812
77,1987,2,214390
78,1987,2,99366
79,1987,2,577597
80,1987,2,610244
81,1987,2,119885
82,1987,2,79350
83,1987,2,47247
84,1987,2,75113
85,1987,2,251802
86,1987,2,136549
87,1987,2,572426
88,1987,2,142729
89,1987,2,152889
90,1987,2,26402
91,1987,2,487441
92,1987,2,223045
93,1987,2,140922
94,1987,2,97151
95,1987,2,40338
96,1987,2,6470
97,1987,2,291
98,1987,2,10646
99,1987,2,25335
100,1987,2,73763
101,1987,2,48068
102,1987,2,4224
103,1987,2,3413
104,1987,2,5332
105,1987,2,14732
106,1987,2,11195
107,1987,2,11094
108,1987,2,11110
109,1987,2,1169
110,1987,2,0
111,1987,2,36351
112,1987,2,12907
113,1987,2,64305
114,1987,2,0
115,1987,2,2032
116,1987,2,142573
117,1987,2,86677
118,1987,2,12849
119,1987,2,232160
120,1987,2,127834
121,1987,2,64207
122,1987,2,1095
123,1987,2,0
124,1987,2,54307
125,1987,2,0
126,1987,2,9917
127,1987,2,177565
128,1987,2,18799
129,1987,2,4007
130,1987,2,90785
131,1987,2,64408
132,1987,2,2713
133,1987,2,31140
134,1987,2,12847
135,1987,2,6328
136,1987,2,0
137,1987,2,0
138,1987,2,0
139,1987,2,2020
140,1987,2,33807
141,1987,2,96622
142,1987,2,107497
143,1987,2,2597
144,1987,2,15802
145,1987,2,32521
146,1987,2,149598
147,1987,2,204171
148,1987,2,192747
149,1987,2,716
150,1987,2,5929
151,1987,2,370
152,1987,2,246
153,1987,2,2881
154,1987,2,19017
155,1987,2,332
156,1987,2,2220
157,1987,2,438
158,1987,2,353
159,1987,2,630
160,1987,2,2457
161,1987,2,0
162,1987,2,483
163,1987,2,9346
164,1987,2,140615
165,1987,2,130917
166,1987,2,134542
167,1987,2,155809
168,1987,2,192182
169,1987,2,567197
170,1987,2,583857
171,1987,2,542377
172,1987,2,655388
173,1987,2,43066
174,1987,2,149600
175,1987,2,228408
176,1987,2,71925
177,1987,2,18213
178,1987,2,229560
179,1987,2,409166
180,1987,2,160550
181,1987,2,296897
182,1987,2,319297
183,1987,2,0
184,1987,2,2385
185,1987,2,39666
186,1987,2,175045
187,1987,2,3992
188,1987,2,76554
189,1987,2,478949
190,1987,2,234695
191,1987,2,341139
192,1987,2,237430
193,1987,2,73972
194,1987,2,370796
195,1987,2,569137
196,1987,2,285346
197,1987,2,458173
198,1987,2,717729
199,1987,2,318814
200,1987,2,332620
201,1987,2,723151
202,1987,2,452188
203,1987,2,270296
204,1987,2,768678
205,1987,2,403596
206,1987,2,256688
207,1987,2,241096
208,1987,2,1208196
209,1987,2,1049002
210,1987,2,24571
211,1987,2,0
212,1987,2,3237
213,1987,2,18340
214,1987,2,47349
215,1987,2,0
216,1987,2,612
217,1987,2,0
218,1987,2,229206
219,1987,2,190835.5
220,1987,2,110250.5
221,1987,2,922
222,1987,2,373693
223,1987,2,84776
224,1987,2,45635
225,1987,2,0
226,1987,2,1720
227,1987,2,0
228,1987,2,0
229,1987,2,1350
230,1987,2,0
231,1987,2,1830
232,1987,2,12261
233,1987,2,0
234,1987,2,6130
235,1987,2,66458
236,1987,2,705889
237,1987,2,56756
238,1987,2,601988
239,1987,2,0
240,1987,2,5065
241,1987,2,8275
242,1987,2,0
243,1987,2,47717
244,1987,2,83883
245,1987,2,175569
246,1987,2,114647
247,1987,2,103039
248,1987,2,73788
249,1987,2,92068
250,1987,2,47465
251,1987,2,32460
252,1987,2,3632
253,1987,2,138466
254,1987,2,103648
255,1987,2,3829
256,1987,2,22400
257,1987,2,38085
258,1987,2,16606
259,1987,2,3509
260,1987,2,1475
261,1987,2,0
262,1987,2,9375
263,1987,2,1555
264,1987,2,2730
265,1987,2,41134
266,1987,2,62655
267,1987,2,39098
268,1987,2,23297
269,1987,2,56422
270,1987,2,1095
271,1987,2,770
272,1987,2,14481
273,1987,2,14602
274,1987,2,497331
275,1987,2,255444
276,1987,2,3338
277,1987,2,15882
278,1987,2,227131
279,1987,2,426615
280,1987,2,86335
281,1987,2,36856
282,1987,2,65783
283,1987,2,470082
284,1987,2,364853
285,1987,2,18296
286,1987,2,10425
287,1987,2,66831
288,1987,2,31371
289,1987,2,4711
290,1987,2,4971
291,1987,2,7412
292,1987,2,80959
293,1987,2,41714
294,1987,2,47825
295,1987,2,31631
296,1987,2,72838
297,1987,2,200177
298,1987,2,0
299,1987,2,300439
300,1987,2,45785
301,1987,2,34512
302,1987,2,241714
303,1987,2,276040
304,1987,2,258143
305,1987,2,299453
306,1987,2,589263
307,1987,2,526093
308,1987,2,1209670
309,1987,2,131612
310,1987,2,299926
311,1987,2,171979
312,1987,2,67173
313,1987,2,233768
314,1987,2,195999
315,1987,2,178896
316,1987,2,240353
317,1987,2,33033
318,1987,2,153420
319,1987,2,96367
320,1987,2,93256
321,1987,2,174505
322,1987,2,218625
323,1987,2,146665
324,1987,2,301167
325,1987,2,660661
326,1987,2,156907
327,1987,2,54017
328,1987,2,5230
329,1987,2,36506
330,1987,2,59551
331,1987,2,68239
332,1987,2,52095
333,1987,2,80115
334,1987,2,20955
335,1987,2,204898
336,1987,2,98697
337,1987,2,133014
338,1987,2,160014
339,1987,2,77218
340,1987,2,24675
341,1987,2,195924
342,1987,2,247101
343,1987,2,88492
344,1987,2,349936
345,1987,2,6185
346,1987,2,16770
347,1987,2,16240
348,1987,2,6765
349,1987,2,42501
350,1987,2,47510
351,1987,2,6349
352,1987,2,26698
353,1987,2,31957
354,1987,2,237325
355,1987,2,255783
356,1987,2,93383
357,1987,2,67898
358,1987,2,842520
359,1987,2,713063
360,1987,2,516692
361,1987,2,589034
1,1987,3,1046
2,1987,3,15745
3,1987,3,140922
4,1987,3,66207
5,1987,3,29764
6,1987,3,772161
7,1987,3,322384
8,1987,3,418975
9,1987,3,85432
10,1987,3,205519
11,1987,3,79883
12,1987,3,71330
13,1987,3,116655
14,1987,3,323049
15,1987,3,266217
16,1987,3,66812
17,1987,3,422462
18,1987,3,109505
19,1987,3,156525
20,1987,3,77105
21,1987,3,72904
22,1987,3,13933
23,1987,3,35498
24,1987,3,97004
25,1987,3,135931
26,1987,3,186796
27,1987,3,699758
28,1987,3,594600
29,1987,3,297930
30,1987,3,309412
31,1987,3,1067699
32,1987,3,112834
33,1987,3,325587
34,1987,3,694978
35,1987,3,1332411
36,1987,3,1881431
37,1987,3,1586858
38,1987,3,1647440
39,1987,3,1288755
40,1987,3,782498
41,1987,3,1134388
42,1987,3,1825209
43,1987,3,1545738
44,1987,3,103317
45,1987,3,126551
46,1987,3,346312
47,1987,3,229740
48,1987,3,1535733
49,1987,3,1212414
50,1987,3,740823
51,1987,3,454107
52,1987,3,459501
53,1987,3,540427
54,1987,3,797662
55,1987,3,1033001
56,1987,3,220603
57,1987,3,1012533
58,1987,3,777407
59,1987,3,1111806
60,1987,3,836685
61,1987,3,15309
62,1987,3,238231
63,1987,3,260604
64,1987,3,1317010
65,1987,3,55943
66,1987,3,271548
67,1987,3,114209
68,1987,3,49451
69,1987,3,189231
70,1987,3,700074
71,1987,3,1319908
72,1987,3,406806
73,1987,3,717609
74,1987,3,760
75,1987,3,61522
76,1987,3,1216921
77,1987,3,1255128
78,1987,3,3039539
79,1987,3,5258437
80,1987,3,2835450
81,1987,3,622696
82,1987,3,718267
83,1987,3,713864
84,1987,3,440090
85,1987,3,765320
86,1987,3,835339
87,1987,3,2092976
88,1987,3,375622
89,1987,3,790774
90,1987,3,260802
91,1987,3,916576
92,1987,3,1160127
93,1987,3,765160
94,1987,3,1210605
95,1987,3,331526
96,1987,3,198907
97,1987,3,101103
98,1987,3,347133
99,1987,3,338921
100,1987,3,234572
101,1987,3,531271
102,1987,3,486026
103,1987,3,529973
104,1987,3,531927
105,1987,3,1212156
106,1987,3,774255
107,1987,3,529207
108,1987,3,750986
109,1987,3,490194
110,1987,3,129392
111,1987,3,870807
112,1987,3,1122159
113,1987,3,897736
114,1987,3,206985
115,1987,3,368648
116,1987,3,1161690
117,1987,3,915781
118,1987,3,361489
119,1987,3,1569598
120,1987,3,1985986
121,1987,3,421943
122,1987,3,151601
123,1987,3,117799
124,1987,3,285230
125,1987,3,1186
126,1987,3,306013
127,1987,3,810189
128,1987,3,356215
129,1987,3,340075
130,1987,3,756693
131,1987,3,927178
132,1987,3,442386
133,1987,3,329760
134,1987,3,512923
135,1987,3,298618
136,1987,3,11919
137,1987,3,44205
138,1987,3,10457
139,1987,3,44220
140,1987,3,421811
141,1987,3,628098
142,1987,3,674884
143,1987,3,69381
144,1987,3,196423
145,1987,3,471484
146,1987,3,856827
147,1987,3,1227349
148,1987,3,1385179
149,1987,3,87761
150,1987,3,404501
151,1987,3,76050
152,1987,3,17636
153,1987,3,74362
154,1987,3,307628
155,1987,3,53998
156,1987,3,32891
157,1987,3,11477
158,1987,3,38924
159,1987,3,11188
160,1987,3,10050
161,1987,3,28991
162,1987,3,68002
163,1987,3,147276
164,1987,3,568439
165,1987,3,783592
166,1987,3,579920
167,1987,3,914428
168,1987,3,1266622
169,1987,3,2499002
170,1987,3,2416883
171,1987,3,2292184
172,1987,3,2800082
173,1987,3,337866
174,1987,3,491512
175,1987,3,413301
176,1987,3,267476
177,1987,3,62605
178,1987,3,843193
179,1987,3,1312698
180,1987,3,790866
181,1987,3,1400780
182,1987,3,1313566
183,1987,3,32291
184,1987,3,156269
185,1987,3,748804
186,1987,3,1441813
187,1987,3,159963
188,1987,3,1111015
189,1987,3,1820271
190,1987,3,1149022
191,1987,3,1304310
192,1987,3,1006702
193,1987,3,682177
194,1987,3,1387807
195,1987,3,1750657
196,1987,3,1314723
197,1987,3,1724228
198,1987,3,2272869
199,1987,3,1334876
200,1987,3,1489441
201,1987,3,1918302
202,1987,3,1903821
203,1987,3,386361
204,1987,3,800546
205,1987,3,337901
206,1987,3,267955
207,1987,3,165934
208,1987,3,1131385
209,1987,3,1153738
210,1987,3,30604
211,1987,3,2526
212,1987,3,170209
213,1987,3,164892
214,1987,3,278425.5
215,1987,3,151106
216,1987,3,2897
217,1987,3,129025
218,1987,3,177087
219,1987,3,110923
220,1987,3,90351
221,1987,3,3757
222,1987,3,402402
223,1987,3,256950
224,1987,3,182627
225,1987,3,62834.5
226,1987,3,69005
227,1987,3,1958
228,1987,3,36378
229,1987,3,626066
230,1987,3,179607
231,1987,3,69767
232,1987,3,264032
233,1987,3,148231
234,1987,3,387298
235,1987,3,409456
236,1987,3,729151
237,1987,3,174053
238,1987,3,1258889
239,1987,3,97872
240,1987,3,450141
241,1987,3,191166
242,1987,3,2096
243,1987,3,96558
244,1987,3,139956
245,1987,3,256797
246,1987,3,242861
247,1987,3,126788
248,1987,3,119932
249,1987,3,337461
250,1987,3,104908
251,1987,3,18132
252,1987,3,11165
253,1987,3,220934
254,1987,3,132021
255,1987,3,14763
256,1987,3,49764
257,1987,3,53523
258,1987,3,89289
259,1987,3,11765
260,1987,3,38377
261,1987,3,2320
262,1987,3,0
263,1987,3,0
264,1987,3,0
265,1987,3,57408
266,1987,3,85921
267,1987,3,47591
268,1987,3,39536
269,1987,3,38150
270,1987,3,1588
271,1987,3,467
272,1987,3,1165
273,1987,3,10127
274,1987,3,324696
275,1987,3,151815
276,1987,3,0
277,1987,3,5973
278,1987,3,114535
279,1987,3,267979
280,1987,3,45268
281,1987,3,41698
282,1987,3,30619
283,1987,3,253633
284,1987,3,273913
285,1987,3,26535
286,1987,3,51167
287,1987,3,63345
288,1987,3,20943
289,1987,3,4120
290,1987,3,6180
291,1987,3,25747
292,1987,3,102602
293,1987,3,43413
294,1987,3,40423
295,1987,3,42778
296,1987,3,149863
297,1987,3,616090
298,1987,3,7725
299,1987,3,267952
300,1987,3,87415
301,1987,3,135569
302,1987,3,184974
303,1987,3,215420
304,1987,3,164877
305,1987,3,255202
306,1987,3,528990
307,1987,3,320816
308,1987,3,549573
309,1987,3,55674
310,1987,3,184788
311,1987,3,63313
312,1987,3,32394
313,1987,3,99011
314,1987,3,55051
315,1987,3,20521
316,1987,3,7016
317,1987,3,390
318,1987,3,6282
319,1987,3,3173
320,1987,3,748
321,1987,3,20365
322,1987,3,101339
323,1987,3,108644
324,1987,3,282881
325,1987,3,427781
326,1987,3,143148
327,1987,3,66300
328,1987,3,543
329,1987,3,45584
330,1987,3,16411
331,1987,3,19036
332,1987,3,781
333,1987,3,872
334,1987,3,0
335,1987,3,101917
336,1987,3,18165
337,1987,3,18583
338,1987,3,24117
339,1987,3,35040
340,1987,3,42275
341,1987,3,21526
342,1987,3,45491
343,1987,3,28144
344,1987,3,36445
345,1987,3,0
346,1987,3,0
347,1987,3,0
348,1987,3,0
349,1987,3,22075
350,1987,3,90808
351,1987,3,0
352,1987,3,4212
353,1987,3,222525
354,1987,3,1444721
355,1987,3,1987159
356,1987,3,1259568
357,1987,3,290193
358,1987,3,1734130
359,1987,3,2034196
360,1987,3,1937444
361,1987,3,1112026
1,1987,4,707
2,1987,4,332
3,1987,4,10263.5
4,1987,4,2102
5,1987,4,1112
6,1987,4,23206.5
7,1987,4,9500.5
8,1987,4,4176.5
9,1987,4,2132
10,1987,4,5918.5
11,1987,4,2506.5
12,1987,4,3415
13,1987,4,9197
14,1987,4,3510
15,1987,4,491
16,1987,4,547.5
17,1987,4,26632.5
18,1987,4,723
19,1987,4,34
20,1987,4,275.5
21,1987,4,281
22,1987,4,348
23,1987,4,9137
24,1987,4,7687
25,1987,4,13873
26,1987,4,23434
27,1987,4,155124
28,1987,4,297143
29,1987,4,336809
30,1987,4,377151
31,1987,4,1287865
32,1987,4,106728
33,1987,4,79163
34,1987,4,89879
35,1987,4,169138
36,1987,4,992327
37,1987,4,710457
38,1987,4,636641
39,1987,4,307198
40,1987,4,101184
41,1987,4,179502
42,1987,4,510015
43,1987,4,824653
44,1987,4,46663
45,1987,4,46514
46,1987,4,103610
47,1987,4,173899
48,1987,4,598145
49,1987,4,481564
50,1987,4,296747
51,1987,4,226766
52,1987,4,219544
53,1987,4,593249
54,1987,4,777418
55,1987,4,969766
56,1987,4,185592
57,1987,4,1031193
58,1987,4,707479
59,1987,4,945810
60,1987,4,672505
61,1987,4,2114
62,1987,4,193194
63,1987,4,216753
64,1987,4,606799
65,1987,4,86207
66,1987,4,142800
67,1987,4,36968
68,1987,4,27439
69,1987,4,67037
70,1987,4,373150
71,1987,4,561419
72,1987,4,168370
73,1987,4,266551
74,1987,4,0
75,1987,4,34706
76,1987,4,655385
77,1987,4,583138
78,1987,4,2809285
79,1987,4,3468382
80,1987,4,1833879
81,1987,4,292906
82,1987,4,576682
83,1987,4,592249
84,1987,4,80876
85,1987,4,156856.5
86,1987,4,146934.5
87,1987,4,461388.5
88,1987,4,108945
89,1987,4,252800
90,1987,4,76534
91,1987,4,270513.5
92,1987,4,372535
93,1987,4,373580.5
94,1987,4,410903.5
95,1987,4,120962.5
96,1987,4,57954.5
97,1987,4,38324
98,1987,4,113943
99,1987,4,144942
100,1987,4,71141.5
101,1987,4,180314.5
102,1987,4,181289
103,1987,4,250083.5
104,1987,4,216978
105,1987,4,488537
106,1987,4,924149
107,1987,4,499311
108,1987,4,793701
109,1987,4,571745
110,1987,4,146011
111,1987,4,943078
112,1987,4,1215231
113,1987,4,552526
114,1987,4,127071
115,1987,4,498036
116,1987,4,1087842
117,1987,4,631561
118,1987,4,296282
119,1987,4,852709
120,1987,4,433985
121,1987,4,99738
122,1987,4,6584
123,1987,4,12143.5
124,1987,4,82870
125,1987,4,0
126,1987,4,216398
127,1987,4,416285
128,1987,4,317415
129,1987,4,301948
130,1987,4,641113
131,1987,4,958098
132,1987,4,117819.5
133,1987,4,44947
134,1987,4,219886.5
135,1987,4,117603
136,1987,4,8489
137,1987,4,24643
138,1987,4,10333
139,1987,4,12308.5
140,1987,4,184644.5
141,1987,4,101938
142,1987,4,100787
143,1987,4,29516.5
144,1987,4,30676.5
145,1987,4,95652
146,1987,4,97700.5
147,1987,4,123239
148,1987,4,203340.5
149,1987,4,12970.5
150,1987,4,51086.5
151,1987,4,17575
152,1987,4,7251
153,1987,4,22526.5
154,1987,4,55251
155,1987,4,6912
156,1987,4,9643
157,1987,4,2128
158,1987,4,870.5
159,1987,4,6483.5
160,1987,4,2679
161,1987,4,10387.5
162,1987,4,12774
163,1987,4,5932
164,1987,4,20687
165,1987,4,30770.5
166,1987,4,8969
167,1987,4,36406
168,1987,4,54341.5
169,1987,4,105648.5
170,1987,4,59547
171,1987,4,55388.5
172,1987,4,131985.5
173,1987,4,11190
174,1987,4,49117.5
175,1987,4,8702.5
176,1987,4,3848.5
177,1987,4,2241
178,1987,4,85719
179,1987,4,110880.5
180,1987,4,76064.5
181,1987,4,103450.5
182,1987,4,83730.5
183,1987,4,782
184,1987,4,13967
185,1987,4,5384.5
186,1987,4,25519.5
187,1987,4,7073.5
188,1987,4,22846.5
189,1987,4,20813
190,1987,4,24657.5
191,1987,4,42286.5
192,1987,4,32849.5
193,1987,4,25810
194,1987,4,44069
195,1987,4,84988
196,1987,4,48784
197,1987,4,76025.5
198,1987,4,30633.5
199,1987,4,9041
200,1987,4,19900
201,1987,4,23532.5
202,1987,4,45981
203,1987,4,32782
204,1987,4,59115
205,1987,4,14997.5
206,1987,4,19934.5
207,1987,4,9028
208,1987,4,49959.5
209,1987,4,57253
210,1987,4,1236
211,1987,4,20668
212,1987,4,19446.5
213,1987,4,23967.5
214,1987,4,18390.5
215,1987,4,10631
216,1987,4,1934
217,1987,4,19237
218,1987,4,3253
219,1987,4,3724
220,1987,4,151
221,1987,4,0
222,1987,4,3123
223,1987,4,136305
224,1987,4,5294
225,1987,4,7985
226,1987,4,17461
227,1987,4,8305
228,1987,4,18113
229,1987,4,349021
230,1987,4,109448
231,1987,4,52082
232,1987,4,112158
233,1987,4,52450
234,1987,4,179876
235,1987,4,126192
236,1987,4,132557
237,1987,4,18659
238,1987,4,438352
239,1987,4,89943
240,1987,4,168585
241,1987,4,32832
242,1987,4,5510
243,1987,4,3122
244,1987,4,1780
245,1987,4,155
246,1987,4,154
247,1987,4,4870
248,1987,4,10599
249,1987,4,1693
250,1987,4,8999
251,1987,4,0
252,1987,4,1131
253,1987,4,24028
254,1987,4,9799
255,1987,4,1340
256,1987,4,298
257,1987,4,3455
258,1987,4,764
259,1987,4,0
260,1987,4,0
261,1987,4,0
262,1987,4,0
263,1987,4,0
264,1987,4,0
265,1987,4,8503
266,1987,4,14228
267,1987,4,8522
268,1987,4,5823
269,1987,4,395
270,1987,4,0
271,1987,4,0
272,1987,4,359
273,1987,4,509
274,1987,4,112862
275,1987,4,48642
276,1987,4,0
277,1987,4,1392
278,1987,4,19876
279,1987,4,51915
280,1987,4,10012
281,1987,4,5018
282,1987,4,5375
283,1987,4,129411
284,1987,4,157940
285,1987,4,8351
286,1987,4,11702
287,1987,4,481
288,1987,4,0
289,1987,4,0
290,1987,4,0
291,1987,4,1763
292,1987,4,839
293,1987,4,1074
294,1987,4,4343
295,1987,4,13337
296,1987,4,41251
297,1987,4,65773
298,1987,4,3372
299,1987,4,9447
300,1987,4,3853
301,1987,4,35383
302,1987,4,44381
303,1987,4,48078
304,1987,4,35060
305,1987,4,72707
306,1987,4,209289
307,1987,4,94798
308,1987,4,69116
309,1987,4,13402
310,1987,4,29856
311,1987,4,0
312,1987,4,0
313,1987,4,16003
314,1987,4,8144
315,1987,4,6352
